dia;dia_semana;fim_semana;cclothes;eating;mcoffe;mhotfood;toileting;whandface
157;2;0;1439,0;7880,0;2218,0;4699,0;1675,0;3507,9999999999964
158;3;0;895,9999999999964;4496,0;1845,0;4711,999999999993;2288,0000000000036;2862,0
159;4;0;996,0;11595,0;725,0;5437,0;1526,0;1135,0
160;5;1;874,0;7901,0;2065,0;5255,0;2163,0;2553,0000000000036
161;6;1;1779,0;8268,0;887,0;5746,0;1601,0;2475,0
162;0;0;848,0;8588,0;1744,9999999999927;5677,0;2480,0;2461,0
163;1;0;1376,0;7065,0;1695,9999999999964;4557,0;3479,0;4390,0
164;2;0;707,0;3459,0;1737,0;5224,0;3050,0;2534,0
165;3;0;2314,0;10913,0;705,0;5455,0;2325,0;2067,0
166;4;0;1322,0;8014,0;766,0;5515,0;2297,0000000000036;2420,0
167;5;1;834,0;8452,0;2190,0000000000073;4875,0;3355,0000000000036;3332,0
168;6;1;2023,9999999999964;7133,0;1919,0;5619,0;1337,0;1789,0
169;0;0;1137,0;7597,0;1210,0;6548,0;2371,0;1499,0
170;1;0;1448,0;4518,0;1947,0;-80172,0;2214,0000000000036;2031,0
171;2;0;1397,0;11469,0;340,0;5668,0;1882,0;1247,0
172;3;0;1377,0;6802,0;1239,0;5727,999999999993;3857,0;2653,0
173;4;0;1345,0;6971,0;1867,9999999999964;4323,0;2263,0;3290,0000000000036
174;5;1;757,0;-78440,0;1741,0;3085,0;1703,0;2092,0
175;6;1;1409,0;4974,000000000007;897,0;2491,0;912,0;1299,0
176;0;0;1237,0;12131,0;1659,0;4820,999999999999;1843,9999999999995;2162,0
177;1;0;1247,0;8034,0;1549,0;5448,0;2409,0;2021,9999999999964
178;2;0;679,0;7539,0;1359,0;2544,0;1937,0;2692,0
179;3;0;1735,0;8194,0;2520,0;2689,0;1729,0;2413,0
180;4;0;351,0;4222,0;1919,0;2471,0;2058,0;2448,0
181;5;1;1303,0;10338,999999999993;782,0;0,0;1224,0;2313,0
182;6;1;782,0;7514,0;356,0;0,0;1408,0;1621,0
183;0;0;1009,0;8117,999999999993;1597,0;0,0;1630,0;1161,0
184;1;0;319,0;4269,0;1184,0;0,0;1885,0;2098,0
185;2;0;1995,0;11678,999999999993;1126,0;0,0;420,0;709,0
186;3;0;311,0;3721,0;1406,0;0,0;1222,9999999999964;971,0
187;4;0;1403,000000000011;-75373,0;869,0;0,0;534,0;654,0
188;5;1;1394,0;7115,0;357,0;0,0;641,0;1463,0
189;6;1;1183,0;8353,0;1135,0;0,0;1882,0;2194,0
190;0;0;801,0;7227,0;1703,0;0,0;1231,0;1173,0
191;1;0;908,9999999999964;3824,0;1395,0;0,0;-83713,0;2841,0
192;2;0;1224,0;7928,000000000007;647,0;0,0;412,0;1563,0
193;3;0;1224,0;11028,0;497,0;0,0;1077,0;1535,0000000000073
194;4;0;1119,0;7562,0;968,0;0,0;1828,0;1837,0
195;5;1;906,0;7984,0;307,0;0,0;2616,0;2208,0
196;6;1;849,0;-78754,0;1077,0;0,0;1383,0;1131,0
197;0;0;1211,9999999999998;7311,0;811,0;0,0;1755,0;1566,0
198;1;0;1067,0;8312,0;667,0;0,0;1670,0;1740,0
199;2;0;882,0;7890,0;931,0;0,0;1538,0;1838,0
200;3;0;825,0;8132,999999999996;1435,0;0,0;1692,0;2227,0
201;4;0;1040,0;7074,999999999993;2136,0;0,0;2813,9999999999964;2416,0
202;5;1;848,0;6851,0;810,0;0,0;2974,0;2448,0000000000036
203;6;1;749,0;7657,0;421,0;0,0;1384,9999999999982;1546,0
204;0;0;917,9999999999964;8444,999999999993;857,0;0,0;2798,0;2731,0
205;1;0;810,0;7251,0;895,0;0,0;1387,0;1361,9999999999964
206;2;0;574,9999999999964;8354,0;924,0;0,0;1762,0;2190,0
207;3;0;1126,0;8015,0;1111,0;0,0;2557,0;1804,0000000000036
208;4;0;1327,9999999999964;7555,0;1886,0;0,0;1470,0;2052,0
209;5;1;1014,0;7138,999999999993;1411,9999999999964;0,0;1615,9999999999982;2984,0
210;6;1;911,0;7266,0;533,0;0,0;1319,0;1102,0
211;0;0;926,0;8128,0;940,0;0,0;1556,0;2069,0000000000036
212;1;0;930,0;8499,999999999993;398,0;0,0;1831,0;1615,0
213;2;0;1309,0;6653,0;359,0;0,0;1655,0;2047,9999999999964
214;3;0;697,0;7822,0;1221,0;0,0;1577,0;2306,9999999999964
215;4;0;1419,0;7205,0;576,0;0,0;1303,0;1589,0
216;5;1;-85464,0;8574,0;1388,0;0,0;1727,9999999999964;1927,0
217;6;1;1311,0;7379,0;494,0;0,0;1233,9999999999982;1347,0
218;0;0;745,0;7632,0;985,0;0,0;1910,0;2163,0
219;1;0;528,0;8508,000000000004;1298,0;0,0;2361,999999999998;1286,0
220;2;0;1254,0;8204,0;373,0;0,0;2688,0000000000036;1446,0
221;3;0;891,0;7833,0;1022,0;0,0;1964,0;1169,0
222;4;0;727,0;7508,999999999993;315,0;0,0;1292,0;1953,0
223;5;1;1016,0;7350,0;1060,9999999999964;0,0;1342,0;2063,0
224;6;1;992,0;8543,0;494,0;0,0;1316,0;2277,0
225;0;0;1001,9999999999964;8290,0;1184,0;0,0;2198,0;1665,0
226;1;0;638,0;7853,0;1470,0;0,0;1788,0000000000018;1587,0
227;2;0;853,0;6899,0;472,0;0,0;1542,0;1190,0
228;3;0;403,0;8293,0;1035,0;0,0;663,0;775,0
229;4;0;1229,0;7856,000000000007;923,0;0,0;787,0;644,0
230;5;1;518,0;-78833,0;451,0;0,0;1224,0;1521,0
231;6;1;1819,0;7389,0;381,0;0,0;329,0;1521,0
232;0;0;771,0;8144,0;717,0;0,0;1386,0;1802,0
233;1;0;885,0;7864,0;1442,0;0,0;1857,0;2087,0
234;2;0;1093,0;7856,0;1388,0;0,0;846,0;1085,0
235;3;0;1072,0;7026,0;1051,0;0,0;2976,0;2357,0
236;4;0;864,9999999999964;8703,0;581,0;0,0;2105,0;1601,0
237;5;1;1148,0;7910,0;875,0;0,0;1685,0;2542,0
238;6;1;980,0;4131,0;694,0;0,0;1555,0;1247,0
239;0;0;1599,0;12122,0;1242,0;0,0;666,0;1857,0
240;1;0;927,0;4614,0;1999,0;0,0;1253,0;1931,9999999999964
241;2;0;952,0;11363,0;496,0;0,0;587,0;764,0
242;3;0;1032,0;7983,0;1064,0;0,0;1816,0;1800,0000000000018
243;4;0;1088,0;8208,0;1489,0;0,0;1555,0;1977,0
244;5;1;897,0;8002,0;1297,0;0,0;1634,0;1679,0
245;6;1;636,0;7053,0;832,0;0,0;1431,0;1953,0
246;0;0;1021,0;8637,000000000007;1183,0;0,0;1493,0;742,0
247;1;0;774,0;7559,999999999993;758,0;0,0;2479,9999999999964;1413,0
248;2;0;754,9999999999964;4303,0;1473,0;0,0;1555,0;2310,0
249;3;0;1596,999999999999;12493,0;1013,0;0,0;1478,0;1314,0
250;4;0;1210,0;7277,0;1398,0;0,0;2339,0;1687,0
251;5;1;1153,9999999999964;8709,0;897,0;0,0;1666,0000000000036;1998,0
252;6;1;366,0;-78571,0;1394,0;0,0;1748,0;1613,9999999999927
253;0;0;815,0;4136,0;598,0;0,0;2428,0;1831,0
254;1;0;1305,0;-74520,0;761,0;0,0;1192,0;831,0
255;2;0;1955,9999999999964;7725,0;950,0;0,0;396,0;1992,0
256;3;0;916,9999999999964;7371,0;869,0;0,0;887,0;1365,0
257;4;0;1347,0;8690,0;996,0;0,0;1256,0;1635,0
258;5;1;831,0;7011,0;1092,0;0,0;815,9999999999964;2186,0
259;6;1;1502,0;7074,0;387,0;0,0;1030,0;1920,0
260;0;0;1971,0;7473,0;689,0;0,0;1587,0;1811,0
261;1;0;891,0;7405,0;1162,0;0,0;764,0;1084,0
262;2;0;904,0;7633,0;1588,0;0,0;1207,0;1894,0
263;3;0;1144,0;7373,0;1320,0;0,0;1254,0;2065,0
264;4;0;921,0;7500,0;554,0;0,0;873,0;1606,0
265;5;1;1460,0;8215,0;1042,9999999999964;0,0;2396,0;2002,0
266;6;1;2170,0;8479,0;540,0;0,0;1447,0;2258,0
267;0;0;387,0;8311,0;2904,9999999999964;0,0;1025,0;1743,0
268;1;0;845,0;4769,000000000007;891,0;0,0;1408,0;948,0
269;2;0;1362,0;11957,0;839,0;0,0;1473,0;1569,0
270;3;0;507,0;-78190,0;1286,0;0,0;986,0;1764,0
271;4;0;1089,0000000000002;7047,0;490,0;0,0;1481,0;1296,0
272;5;1;815,9999999999964;6771,0;370,0;0,0;956,0;1398,9999999999982
273;6;1;706,0;6483,0;537,0;0,0;1819,9999999999964;1090,0
274;0;0;409,0;6331,0;442,0;0,0;924,0;1000,0
275;1;0;594,0;6918,0;547,0;0,0;1132,0;565,0
276;2;0;794,0;6525,0;0,0;0,0;879,0;1109,0
277;3;0;403,0;5867,0;331,0;0,0;975,0;994,0
278;4;0;851,0000000000036;5469,0;644,0;0,0;1329,0;1142,0
279;5;1;501,0;6334,0;0,0;0,0;861,0;1099,0
280;6;1;1088,0;6899,0;898,0;0,0;1486,0;903,0
281;0;0;975,0;5474,0;0,0;0,0;903,0;833,0
282;1;0;666,0;7155,0;378,0;0,0;1467,0;1148,0
283;2;0;762,0;5471,0;0,0;0,0;1483,9999999999982;1324,0
284;3;0;834,0;5793,0;503,0;0,0;1283,0;1403,0
285;4;0;926,0;5522,0;0,0;0,0;960,0;749,0
286;5;1;579,0;7005,0;517,0;0,0;1078,0;1351,9999999999982
287;6;1;0,0;6001,0;0,0;0,0;1067,0;995,0
288;0;0;1487,0;6717,0;344,0;0,0;1033,0;514,0
289;1;0;-85922,0;5429,0;0,0;0,0;1044,0;802,0
290;2;0;788,0;6999,0;553,0;0,0;865,0000000000036;649,0
291;3;0;356,0;5931,0;903,0;0,0;1711,0;1100,0
292;4;0;1035,0;5735,0;910,0;0,0;889,9999999999964;1140,0
293;5;1;580,0;6494,0;1014,0;0,0;1296,0;1167,0
294;6;1;343,0;7080,0;486,0;0,0;1071,0;750,0
295;0;0;841,0;5415,0;797,0;0,0;1553,0;948,0
296;1;0;436,0;5509,0;366,0;0,0;1412,9999999999982;1466,0
297;2;0;1577,0;7116,0;0,0;0,0;1003,0;583,0
298;3;0;708,0;6123,0;996,0;0,0;1269,0;1168,9999999999964
299;4;0;525,0;6350,0;534,0;0,0;1049,0000000000018;782,0
300;5;1;0,0;-79216,0;1481,0;0,0;1213,0000000000018;789,0
301;6;1;968,0000000000005;5675,0;0,0;0,0;568,0;1005,0
302;0;0;757,0;6064,0;410,0;0,0;1832,0000000000018;917,0
303;1;0;974,0;6887,0;490,0;0,0;1324,0;1046,0
304;2;0;927,0;6110,0;592,0;0,0;825,0;846,0
305;3;0;833,0000000000036;6707,0;351,0;0,0;1091,0;800,0
306;4;0;381,0;5456,000000000007;473,0;0,0;774,9999999999964;408,0
307;5;1;548,0;6439,0;393,0;0,0;826,0;1480,0
308;6;1;549,0;6868,0;588,0;0,0;995,0000000000018;540,0
309;0;0;969,0;7048,0;0,0;0,0;1284,0;972,0
310;1;0;386,0;6497,999999999993;0,0;0,0;1303,0;1332,0
311;2;0;525,0;2503,0;593,0;0,0;1031,0;801,0
312;3;0;1015,0;9148,0;414,0;0,0;553,9999999999964;906,0
313;4;0;745,0;5710,0;0,0;0,0;655,0;870,0
314;5;1;587,0;6236,0;383,0;0,0;827,0;857,0
315;6;1;1144,0;6180,0;0,0;0,0;1052,0;1044,0
316;0;0;899,0;6116,0;0,0;0,0;1242,0;776,0
317;1;0;978,0;5526,0;595,0;0,0;638,0;1565,0
318;2;0;550,0;6529,999999999993;1502,0;0,0;770,0000000000036;908,0
319;3;0;465,0;6206,0;328,0;0,0;1198,0;781,0
320;4;0;1082,0;6769,0;0,0;0,0;839,0;1342,0
321;5;1;744,0;5713,0;731,0;0,0;1598,0;1328,9999999999964
322;6;1;413,0;6686,999999999993;335,0;0,0;915,0;491,0
323;0;0;1001,0;6904,0;0,0;0,0;941,0;752,0
324;1;0;483,0;6554,0;496,0;0,0;1382,9999999999964;1149,0
325;2;0;503,0;7154,0;1139,0;0,0;1092,0;1127,0
326;3;0;952,0;6445,0;0,0;0,0;1934,0;1212,0
327;4;0;-85824,0;6020,0;0,0;0,0;1505,0;1194,0
328;5;1;575,0;5690,0;0,0;0,0;1468,0;226,0
329;6;1;804,0;7037,0;408,99999999999636;0,0;2058,0;1841,0
330;0;0;425,0;6320,0;765,0;0,0;1848,0;669,0
331;1;0;0,0;5753,0;738,0;0,0;1046,0;888,0
332;2;0;886,0;6611,0;0,0;0,0;813,0;1133,0
333;3;0;763,0;6619,0;0,0;0,0;1390,0;861,0
334;4;0;973,0;6308,0;844,0;0,0;1023,0;958,0
335;5;1;398,0;6916,0;0,0;0,0;619,0;1107,0
336;6;1;550,0;6090,0;505,0;0,0;826,0;1079,0
337;0;0;444,0;5857,0;0,0;0,0;1275,0;974,0
338;1;0;1118,0;6566,0;382,0;0,0;1002,0;712,0
339;2;0;847,0;6291,0;591,9999999999927;0,0;1041,0;490,0
340;3;0;1044,0;5914,0;513,0;0,0;806,0;926,0
341;4;0;410,0;6490,0;386,0;0,0;842,0;1052,9999999999964
342;5;1;363,0;6390,0;0,0;0,0;982,0;796,0
343;6;1;525,0;6366,0;0,0;0,0;922,0;724,0
344;0;0;553,0;6767,0;348,0;0,0;2131,0000000000036;850,0
345;1;0;559,0;6741,0;524,0;0,0;1440,0;707,0
346;2;0;567,0;5570,0;826,0;0,0;1441,0;1475,0
347;3;0;961,0;6456,0;474,0;0,0;1776,0;1458,0
348;4;0;823,0;6047,0;677,0;0,0;1078,9999999999964;660,0
349;5;1;332,0;5759,0;992,0;0,0;1232,0;869,0
350;6;1;740,0;6738,0;301,0;0,0;1128,0;1203,0
351;0;0;879,0;5734,0;0,0;0,0;911,0;804,0
352;1;0;578,0;6595,0;0,0;0,0;1032,0;952,0
353;2;0;773,0;5730,0;723,0;0,0;1662,0;1020,0
354;3;0;579,0;7109,0;0,0;0,0;1481,0;1070,0
355;4;0;1006,0000000000036;5649,0;0,0;0,0;956,0;774,0
356;5;1;563,0;5977,0;384,0;0,0;712,0;886,0
357;6;1;735,9999999999964;6795,0;404,0;0,0;727,0;865,0
358;0;0;510,0;6544,0;335,0;0,0;1073,0;1154,0
359;1;0;1022,0;5437,0;408,0;0,0;901,0;964,0
360;2;0;877,0;5726,0;884,0;0,0;1813,0;1434,0
361;3;0;496,0;-80632,0;1040,0;0,0;1673,9999999999964;907,0
362;4;0;1088,0;6253,0;426,0;0,0;1173,0;1425,0
363;5;1;948,0;6763,0;347,0;0,0;1510,0;1694,0
364;6;1;525,0;6953,0;0,0;0,0;802,0;906,0
365;0;0;457,0;7072,0;531,0;0,0;1678,0;1209,0
366;1;0;0,0;0,0;0,0;0,0;300,0;0,0
