dia;dia_semana;fim_semana;duracao;frequencia;durfreq;outlier
191;1;0;2010,0;7,0;287,1428571428572;1
192;2;0;2350,0;8,0;293,75;1
193;3;0;3006,0;12,0;250,5;1
194;4;0;2506,0;9,0;278,44444444444446;1
195;5;1;1851,0;7,0;264,42857142857144;1
196;6;1;2137,0;8,0;267,125;1
197;0;0;2296,0;8,0;287,0;1
198;1;0;2840,0;11,0;258,1818181818182;1
199;2;0;2114,0;8,0;264,25;1
200;3;0;2053,0;7,0;293,2857142857143;1
201;4;0;2014,0;8,0;251,75;1
202;5;1;1292,0;5,0;258,4;1
203;6;1;2565,0;9,0;285,0;1
204;0;0;2156,0;9,0;239,5555555555556;1
205;1;0;1758,0;7,0;251,1428571428572;1
206;2;0;2538,0;9,0;282,0;1
207;3;0;2521,0;9,0;280,1111111111111;1
208;4;0;1284,0;5,0;256,8;1
209;5;1;1974,0;8,0;246,75;1
210;6;1;1467,0;6,0;244,5;1
211;0;0;2094,0;7,0;299,1428571428572;1
212;1;0;1714,0;7,0;244,8571428571429;1
213;2;0;2142,0;8,0;267,75;1
214;3;0;3851,0;14,0;275,07142857142856;1
215;4;0;3078,0;10,0;307,8;1
216;5;1;2359,0;8,0;294,875;1
217;6;1;1293,0;5,0;258,6;1
218;0;0;2080,0;7,0;297,1428571428572;1
219;1;0;2482,0;9,0;275,77777777777777;1
220;2;0;2963,0;11,0;269,3636363636364;1
221;3;0;2356,0;9,0;261,77777777777777;1
222;4;0;2790,0;10,0;279,0;1
223;5;1;2063,0;7,0;294,7142857142857;1
224;6;1;2455,0;9,0;272,77777777777777;1
225;0;0;1638,0;6,0;273,0;1
226;1;0;1877,0;7,0;268,1428571428572;1
227;2;0;2714,0;11,0;246,72727272727272;1
228;3;0;1783,0;7,0;254,7142857142857;1
229;4;0;2454,0;9,0;272,6666666666667;1
230;5;1;3842,0;14,0;274,42857142857144;1
231;6;1;1255,0;5,0;251,0;1
232;0;0;2204,0;8,0;275,5;1
233;1;0;1131,0;5,0;226,2;1
234;2;0;2521,0;9,0;280,1111111111111;1
235;3;0;1498,0;6,0;249,66666666666663;1
236;4;0;2288,0;9,0;254,22222222222223;1
237;5;1;1830,0;7,0;261,42857142857144;1
238;6;1;1422,0;5,0;284,4;1
239;0;0;1761,0;6,0;293,5;1
240;1;0;2431,0;9,0;270,1111111111111;1
241;2;0;2324,0;8,0;290,5;1
242;3;0;2141,0;8,0;267,625;1
243;4;0;2201,0;8,0;275,125;1
244;5;1;2370,0;9,0;263,3333333333333;1
245;6;1;2671,0;10,0;267,1;1
246;0;0;1655,0;6,0;275,8333333333333;1
247;1;0;2758,0;10,0;275,8;1
248;2;0;2487,0;8,0;310,875;1
249;3;0;1819,0;7,0;259,85714285714283;1
250;4;0;1541,0;6,0;256,8333333333333;1
251;5;1;1741,0;7,0;248,7142857142857;1
252;6;1;1665,0;6,0;277,5;1
253;0;0;2176,0;8,0;272,0;1
254;1;0;2702,0;11,0;245,63636363636363;1
255;2;0;2094,0;8,0;261,75;1
256;3;0;2234,0;8,0;279,25;1
257;4;0;2529,0;10,0;252,9;1
258;5;1;1619,0;6,0;269,8333333333333;1
259;6;1;2136,0;8,0;267,0;1
260;0;0;1892,0;7,0;270,2857142857143;1
261;1;0;1315,0;5,0;263,0;1
262;2;0;2242,0;8,0;280,25;1
263;3;0;2047,0;7,0;292,42857142857144;1
264;4;0;1219,0;4,0;304,75;1
265;5;1;2800,0;11,0;254,54545454545453;1
266;6;1;1471,0;6,0;245,16666666666663;1
267;0;0;2374,0;10,0;237,4;1
268;1;0;2231,0;8,0;278,875;1
269;2;0;2050,0;9,0;227,77777777777777;1
270;3;0;1840,0;7,0;262,85714285714283;1
271;4;0;1530,0;5,0;306,0;1
272;5;1;2701,0;10,0;270,1;1
273;6;1;2275,0;9,0;252,77777777777777;1
274;0;0;2931,0;11,0;266,45454545454544;1
275;1;0;868,0;3,0;289,3333333333333;1
276;2;0;1350,0;5,0;270,0;1
277;3;0;2871,0;11,0;261,0;1
278;4;0;1956,0;8,0;244,5;1
279;5;1;4102,0;14,0;293,0;1
280;6;1;1884,0;7,0;269,1428571428572;1
281;0;0;3060,0;11,0;278,1818181818182;1
282;1;0;2335,0;8,0;291,875;1
283;2;0;2678,0;10,0;267,8;1
284;3;0;1535,0;6,0;255,8333333333333;1
285;4;0;2598,0;9,0;288,6666666666667;1
286;5;1;971,0;4,0;242,75;1
287;6;1;1928,0;7,0;275,42857142857144;1
288;0;0;1865,0;7,0;266,42857142857144;1
289;1;0;2064,0;8,0;258,0;1
290;2;0;2450,0;9,0;272,22222222222223;1
291;3;0;1507,0;6,0;251,16666666666663;1
292;4;0;1386,0;5,0;277,2;1
293;5;1;2817,0;10,0;281,7;1
294;6;1;1526,0;6,0;254,3333333333333;1
295;0;0;2657,0;9,0;295,22222222222223;1
296;1;0;1877,0;7,0;268,1428571428572;1
297;2;0;2325,0;8,0;290,625;1
298;3;0;2803,0;11,0;254,8181818181818;1
299;4;0;2299,0;9,0;255,44444444444449;1
300;5;1;1107,0;4,0;276,75;1
301;6;1;2927,0;11,0;266,09090909090907;1
302;0;0;2169,0;8,0;271,125;1
303;1;0;1857,0;7,0;265,2857142857143;1
304;2;0;1333,0;5,0;266,6;1
305;3;0;2440,0;8,0;305,0;1
306;4;0;2478,0;8,0;309,75;1
307;5;1;2181,0;8,0;272,625;1
308;6;1;1310,0;5,0;262,0;1
309;0;0;1994,0;7,0;284,85714285714283;1
310;1;0;2170,0;8,0;271,25;1
311;2;0;2631,0;9,0;292,3333333333333;1
312;3;0;2923,0;11,0;265,72727272727275;1
313;4;0;2634,0;10,0;263,4;1
314;5;1;2010,0;8,0;251,25;1
315;6;1;2331,0;9,0;259,0;1
316;0;0;3322,0;13,0;255,53846153846155;1
317;1;0;2819,0;10,0;281,9;1
318;2;0;1352,0;6,0;225,3333333333333;1
319;3;0;2301,0;8,0;287,625;1
320;4;0;2791,0;10,0;279,1;1
321;5;1;2189,0;8,0;273,625;1
322;6;1;1856,0;7,0;265,1428571428572;1
323;0;0;1366,0;5,0;273,2;1
324;1;0;2046,0;8,0;255,75;1
325;2;0;1615,0;6,0;269,1666666666667;1
326;3;0;3164,0;11,0;287,6363636363636;1
327;4;0;2811,0;10,0;281,1;1
328;5;1;2906,0;11,0;264,1818181818182;1
329;6;1;1971,0;8,0;246,375;1
330;0;0;467,0;2,0;233,5;1
331;1;0;2481,0;9,0;275,6666666666667;1
332;2;0;2386,0;9,0;265,1111111111111;1
333;3;0;3388,0;12,0;282,3333333333333;1
334;4;0;1616,0;6,0;269,3333333333333;1
335;5;1;1952,0;7,0;278,85714285714283;1
336;6;1;2125,0;8,0;265,625;1
337;0;0;2310,0;9,0;256,6666666666667;1
338;1;0;2327,0;8,0;290,875;1
339;2;0;2015,0;8,0;251,875;1
340;3;0;2973,0;10,0;297,3;1
341;4;0;718,0;3,0;239,3333333333333;1
342;5;1;2175,0;8,0;271,875;1
343;6;1;2909,0;11,0;264,45454545454544;1
344;0;0;2093,0;8,0;261,625;1
345;1;0;2529,0;10,0;252,9;1
346;2;0;2028,0;8,0;253,5;1
347;3;0;1803,0;7,0;257,57142857142856;1
348;4;0;3134,0;11,0;284,90909090909093;1
349;5;1;2113,0;7,0;301,85714285714283;1
350;6;1;1659,0;6,0;276,5;1
351;0;0;2196,0;8,0;274,5;1
352;1;0;2028,0;8,0;253,5;1
353;2;0;2371,0;9,0;263,44444444444446;1
354;3;0;2628,0;9,0;292,0;1
355;4;0;1863,0;7,0;266,1428571428572;1
356;5;1;2771,0;10,0;277,1;1
357;6;1;3132,0;12,0;261,0;1
358;0;0;2526,0;9,0;280,6666666666667;1
359;1;0;2647,0;10,0;264,7;1
360;2;0;2700,0;10,0;270,0;1
361;3;0;2129,0;9,0;236,5555555555556;1
362;4;0;2255,0;8,0;281,875;1
363;5;1;735,0;3,0;245,0;1
364;6;1;1295,0;5,0;259,0;1
365;0;0;2322,0;9,0;258,0;1
366;1;0;0,0;0,0;0,0;1
