dia;dia_semana;fim_semana;duracao;frequencia;durfreq;outlier
73;3;0;13025,0;4,0;3256,25;1
74;4;0;8110,0;3,0;2703,333333333333;1
75;5;1;10414,0;4,0;2603,5;1
76;6;1;6875,0;3,0;2291,6666666666665;1
77;0;0;8239,0;2,0;4119,5;1
78;1;0;12429,0;5,0;2485,8;1
79;2;0;10696,0;3,0;3565,333333333333;1
80;3;0;10786,0;3,0;3595,333333333333;1
81;4;0;7116,0;3,0;2372,0;1
82;5;1;9852,0;3,0;3284,0;1
83;6;1;17528,0;6,0;2921,333333333333;1
84;0;0;7402,0;3,0;2467,333333333333;1
85;1;0;16728,0;4,0;4182,0;1
86;2;0;17015,0;4,0;4253,75;1
87;3;0;12178,0;4,0;3044,5;1
88;4;0;10692,0;3,0;3564,0;1
89;5;1;10849,0;3,0;3616,3333333333335;1
90;6;1;13953,0;5,0;2790,6;1
91;0;0;11981,0;3,0;3993,6666666666665;1
92;1;0;5963,0;2,0;2981,5;1
93;2;0;10817,0;3,0;3605,6666666666665;1
94;3;0;9044,0;3,0;3014,6666666666665;1
95;4;0;5188,0;2,0;2594,0;1
96;5;1;8249,0;2,0;4124,5;1
97;6;1;16676,0;4,0;4169,0;1
98;0;0;6796,0;1,0;6796,0;1
99;1;0;10514,0;3,0;3504,6666666666665;1
100;2;0;15199,0;3,0;5066,333333333333;1
101;3;0;13720,0;4,0;3430,0;1
102;4;0;5306,0;2,0;2653,0;1
103;5;1;9698,0;3,0;3232,6666666666665;1
104;6;1;11283,0;3,0;3761,0;1
105;0;0;5578,0;2,0;2789,0;1
106;1;0;20142,0;6,0;3357,0;1
107;2;0;7632,0;2,0;3816,0;1
108;3;0;15141,0;4,0;3785,25;1
109;4;0;11043,0;4,0;2760,75;1
110;5;1;11895,0;3,0;3965,0;1
111;6;1;15189,0;5,0;3037,8;1
112;0;0;11866,0;3,0;3955,3333333333335;1
113;1;0;9643,0;4,0;2410,75;1
114;2;0;14606,0;5,0;2921,2;1
115;3;0;10515,0;3,0;3505,0;1
116;4;0;14656,0;4,0;3664,0;1
117;5;1;13301,0;4,0;3325,25;1
118;6;1;11444,0;4,0;2861,0;1
119;0;0;7209,0;2,0;3604,5;1
120;1;0;10858,0;5,0;2171,6;1
121;2;0;5744,0;3,0;1914,6666666666667;1
122;3;0;8085,0;3,0;2695,0;1
123;4;0;15852,0;4,0;3963,0;1
124;5;1;11204,0;3,0;3734,6666666666665;1
125;6;1;5796,0;2,0;2898,0;1
126;0;0;7202,0;2,0;3601,0;1
127;1;0;5085,0;3,0;1695,0;1
128;2;0;11553,0;4,0;2888,25;1
129;3;0;11759,0;3,0;3919,6666666666665;1
130;4;0;4290,0;2,0;2145,0;1
131;5;1;6015,0;2,0;3007,5;1
132;6;1;21793,0;5,0;4358,6;1
133;0;0;11954,0;3,0;3984,6666666666665;1
134;1;0;9342,0;4,0;2335,5;1
135;2;0;15794,0;5,0;3158,8;1
136;3;0;23234,0;5,0;4646,8;1
137;4;0;13419,0;5,0;2683,8;1
138;5;1;11415,0;4,0;2853,75;1
139;6;1;14198,0;4,0;3549,5;1
140;0;0;5978,0;2,0;2989,0;1
141;1;0;7982,0;2,0;3991,0;1
142;2;0;10017,0;3,0;3339,0;1
143;3;0;8824,0;4,0;2206,0;1
144;4;0;4021,0;2,0;2010,5;1
145;5;1;16540,0;4,0;4135,0;1
146;6;1;4016,0;2,0;2008,0;1
147;0;0;6739,0;3,0;2246,333333333333;1
148;1;0;6581,0;2,0;3290,5;1
149;2;0;9040,0;3,0;3013,333333333333;1
150;3;0;8374,0;2,0;4187,0;1
151;4;0;15435,0;5,0;3087,0;1
152;5;1;8796,0;2,0;4398,0;1
153;6;1;13099,0;4,0;3274,75;1
154;0;0;6174,0;1,0;6174,0;1
155;1;0;12524,0;4,0;3131,0;1
156;2;0;9252,0;2,0;4626,0;1
157;3;0;9341,0;3,0;3113,6666666666665;1
158;4;0;11096,0;4,0;2774,0;1
159;5;1;7986,0;4,0;1996,5;1
160;6;1;14705,0;3,0;4901,666666666667;1
161;0;0;11145,0;3,0;3715,0;1
162;1;0;9143,0;3,0;3047,6666666666665;1
163;2;0;10264,0;4,0;2566,0;1
164;3;0;12883,0;5,0;2576,6;1
165;4;0;16832,0;5,0;3366,4;1
166;5;1;4968,0;2,0;2484,0;1
167;6;1;8395,0;3,0;2798,333333333333;1
168;0;0;11422,0;2,0;5711,0;1
169;1;0;11586,0;3,0;3862,0;1
170;2;0;10325,0;4,0;2581,25;1
171;3;0;9504,0;3,0;3168,0;1
172;4;0;9216,0;2,0;4608,0;1
173;5;1;8750,0;3,0;2916,6666666666665;1
174;6;1;15488,0;6,0;2581,333333333333;1
175;0;0;8188,0;2,0;4094,0;1
176;1;0;13547,0;4,0;3386,75;1
177;2;0;8866,0;3,0;2955,333333333333;1
178;3;0;17558,0;4,0;4389,5;1
179;4;0;10150,0;3,0;3383,333333333333;1
180;5;1;9949,0;4,0;2487,25;1
181;6;1;7168,0;3,0;2389,333333333333;1
182;0;0;4218,0;2,0;2109,0;1
183;1;0;8879,0;4,0;2219,75;1
184;2;0;12987,0;4,0;3246,75;1
185;3;0;5377,0;1,0;5377,0;1
186;4;0;9685,0;4,0;2421,25;1
187;5;1;13656,0;5,0;2731,2;1
188;6;1;6872,0;3,0;2290,6666666666665;1
189;0;0;9964,0;3,0;3321,333333333333;1
190;1;0;11274,0;3,0;3758,0;1
191;2;0;16196,0;4,0;4049,0;1
192;3;0;8368,0;3,0;2789,333333333333;1
193;4;0;10696,0;4,0;2674,0;1
194;5;1;19063,0;6,0;3177,1666666666665;1
195;6;1;11430,0;3,0;3810,0;1
196;0;0;12026,0;3,0;4008,6666666666665;1
197;1;0;8524,0;3,0;2841,333333333333;1
198;2;0;11969,0;3,0;3989,6666666666665;1
199;3;0;18928,0;5,0;3785,6;1
200;4;0;13800,0;4,0;3450,0;1
201;5;1;7478,0;2,0;3739,0;1
202;6;1;7617,0;2,0;3808,5;1
203;0;0;5823,0;1,0;5823,0;1
204;1;0;6097,0;2,0;3048,5;1
205;2;0;12149,0;3,0;4049,6666666666665;1
206;3;0;10199,0;3,0;3399,6666666666665;1
207;4;0;11366,0;3,0;3788,6666666666665;1
208;5;1;9116,0;3,0;3038,6666666666665;1
209;6;1;7695,0;3,0;2565,0;1
210;0;0;9870,0;3,0;3290,0;1
211;1;0;9243,0;2,0;4621,5;1
212;2;0;15521,0;4,0;3880,25;1
213;3;0;11202,0;4,0;2800,5;1
214;4;0;13367,0;3,0;4455,666666666667;1
215;5;1;8360,0;2,0;4180,0;1
216;6;1;10532,0;3,0;3510,6666666666665;1
217;0;0;8039,0;3,0;2679,6666666666665;1
218;1;0;13786,0;4,0;3446,5;1
219;2;0;10881,0;5,0;2176,2;1
220;3;0;7324,0;3,0;2441,333333333333;1
221;4;0;10917,0;3,0;3639,0;1
222;5;1;7543,0;3,0;2514,333333333333;1
223;6;1;18413,0;5,0;3682,6;1
224;0;0;8298,0;4,0;2074,5;1
225;1;0;10633,0;3,0;3544,333333333333;1
226;2;0;11928,0;4,0;2982,0;1
227;3;0;9024,0;4,0;2256,0;1
228;4;0;7804,0;4,0;1951,0;1
229;5;1;11038,0;3,0;3679,3333333333335;1
230;6;1;13147,0;5,0;2629,4;1
231;0;0;10423,0;2,0;5211,5;1
232;1;0;11455,0;4,0;2863,75;1
233;2;0;14569,0;5,0;2913,8;1
234;3;0;12970,0;4,0;3242,5;1
235;4;0;8141,0;3,0;2713,6666666666665;1
236;5;1;10931,0;3,0;3643,6666666666665;1
237;6;1;7686,0;4,0;1921,5;1
238;0;0;7476,0;2,0;3738,0;1
239;1;0;8019,0;2,0;4009,5;1
240;2;0;16857,0;6,0;2809,5;1
241;3;0;9810,0;4,0;2452,5;1
242;4;0;13919,0;4,0;3479,75;1
243;5;1;14007,0;3,0;4669,0;1
244;6;1;12991,0;5,0;2598,2;1
245;0;0;4818,0;2,0;2409,0;1
246;1;0;13579,0;4,0;3394,75;1
247;2;0;13900,0;4,0;3475,0;1
248;3;0;9037,0;3,0;3012,333333333333;1
249;4;0;4156,0;2,0;2078,0;1
250;5;1;11274,0;3,0;3758,0;1
251;6;1;13570,0;5,0;2714,0;1
252;0;0;7012,0;3,0;2337,333333333333;1
253;1;0;11443,0;4,0;2860,75;1
254;2;0;4117,0;1,0;4117,0;1
255;3;0;18589,0;4,0;4647,25;1
256;4;0;7478,0;2,0;3739,0;1
257;5;1;12805,0;3,0;4268,333333333333;1
258;6;1;10922,0;4,0;2730,5;1
259;0;0;4837,0;1,0;4837,0;1
260;1;0;8386,0;3,0;2795,333333333333;1
261;2;0;9729,0;4,0;2432,25;1
262;3;0;8500,0;3,0;2833,333333333333;1
263;4;0;7289,0;4,0;1822,25;1
264;5;1;9804,0;3,0;3268,0;1
265;6;1;11887,0;4,0;2971,75;1
266;0;0;10216,0;3,0;3405,333333333333;1
267;1;0;13417,0;4,0;3354,25;1
268;2;0;9422,0;3,0;3140,6666666666665;1
269;3;0;15699,0;5,0;3139,8;1
270;4;0;8655,0;3,0;2885,0;1
271;5;1;11232,0;4,0;2808,0;1
272;6;1;17781,0;5,0;3556,2;1
273;0;0;11002,0;2,0;5501,0;1
274;1;0;11580,0;3,0;3860,0;1
275;2;0;13973,0;4,0;3493,25;1
276;3;0;14587,0;5,0;2917,4;1
277;4;0;9541,0;3,0;3180,333333333333;1
278;5;1;4913,0;2,0;2456,5;1
279;6;1;6055,0;3,0;2018,3333333333333;1
280;0;0;5402,0;2,0;2701,0;1
281;1;0;11321,0;3,0;3773,6666666666665;1
282;2;0;5291,0;1,0;5291,0;1
283;3;0;17370,0;6,0;2895,0;1
284;4;0;12372,0;3,0;4124,0;1
285;5;1;7837,0;4,0;1959,25;1
286;6;1;6826,0;3,0;2275,333333333333;1
287;0;0;5222,0;2,0;2611,0;1
288;1;0;13844,0;3,0;4614,666666666667;1
289;2;0;13437,0;3,0;4479,0;1
290;3;0;13221,0;3,0;4407,0;1
291;4;0;12856,0;3,0;4285,333333333333;1
292;5;1;11061,0;4,0;2765,25;1
293;6;1;11008,0;3,0;3669,3333333333335;1
294;0;0;8377,0;2,0;4188,5;1
295;1;0;6955,0;2,0;3477,5;1
296;2;0;14500,0;4,0;3625,0;1
297;3;0;12189,0;4,0;3047,25;1
298;4;0;16090,0;5,0;3218,0;1
299;5;1;4662,0;2,0;2331,0;1
300;6;1;13446,0;4,0;3361,5;1
301;0;0;18249,0;3,0;6083,0;1
302;1;0;7472,0;3,0;2490,6666666666665;1
303;2;0;11661,0;4,0;2915,25;1
304;3;0;5454,0;2,0;2727,0;1
305;4;0;8177,0;2,0;4088,5;1
306;5;1;9536,0;3,0;3178,6666666666665;1
307;6;1;11031,0;3,0;3677,0;1
308;0;0;5645,0;1,0;5645,0;1
309;1;0;6712,0;3,0;2237,333333333333;1
310;2;0;7147,0;2,0;3573,5;1
311;3;0;6622,0;3,0;2207,333333333333;1
312;4;0;11530,0;3,0;3843,3333333333335;1
313;5;1;8485,0;2,0;4242,5;1
314;6;1;16588,0;4,0;4147,0;1
315;0;0;12314,0;5,0;2462,8;1
316;1;0;7949,0;2,0;3974,5;1
317;2;0;8210,0;4,0;2052,5;1
318;3;0;13160,0;3,0;4386,666666666667;1
319;4;0;9524,0;2,0;4762,0;1
320;5;1;6855,0;2,0;3427,5;1
321;6;1;9611,0;4,0;2402,75;1
322;0;0;13246,0;3,0;4415,333333333333;1
323;1;0;15694,0;4,0;3923,5;1
324;2;0;13239,0;4,0;3309,75;1
325;3;0;18225,0;5,0;3645,0;1
326;4;0;6774,0;2,0;3387,0;1
327;5;1;9854,0;3,0;3284,6666666666665;1
328;6;1;23704,0;5,0;4740,8;1
329;0;0;17330,0;4,0;4332,5;1
330;1;0;12725,0;3,0;4241,666666666667;1
331;2;0;7731,0;2,0;3865,5;1
332;3;0;14620,0;4,0;3655,0;1
333;4;0;6074,0;3,0;2024,6666666666667;1
334;5;1;12868,0;5,0;2573,6;1
335;6;1;9449,0;3,0;3149,6666666666665;1
336;0;0;5293,0;1,0;5293,0;1
337;1;0;15356,0;4,0;3839,0;1
338;2;0;10591,0;4,0;2647,75;1
339;3;0;11525,0;3,0;3841,6666666666665;1
340;4;0;11748,0;5,0;2349,6;1
341;5;1;14877,0;4,0;3719,25;1
342;6;1;4737,0;2,0;2368,5;1
343;0;0;8525,0;2,0;4262,5;1
344;1;0;10302,0;4,0;2575,5;1
345;2;0;12096,0;5,0;2419,2;1
346;3;0;10504,0;3,0;3501,333333333333;1
347;4;0;12597,0;5,0;2519,4;1
348;5;1;9188,0;4,0;2297,0;1
349;6;1;10497,0;4,0;2624,25;1
350;0;0;6787,0;3,0;2262,333333333333;1
351;1;0;15162,0;3,0;5054,0;1
352;2;0;10439,0;3,0;3479,6666666666665;1
353;3;0;10238,0;4,0;2559,5;1
354;4;0;8002,0;2,0;4001,0;1
355;5;1;14950,0;3,0;4983,333333333333;1
356;6;1;6391,0;1,0;6391,0;1
357;0;0;6827,0;3,0;2275,6666666666665;1
358;1;0;11293,0;4,0;2823,25;1
359;2;0;11486,0;3,0;3828,6666666666665;1
360;3;0;8445,0;2,0;4222,5;1
361;4;0;7030,0;2,0;3515,0;1
362;5;1;11531,0;3,0;3843,6666666666665;1
363;6;1;11745,0;3,0;3915,0;1
364;0;0;9321,0;2,0;4660,5;1
365;1;0;12923,0;4,0;3230,75;1
366;2;0;0,0;0,0;0,0;1
