dia;dia_semana;fim_semana;duracao;frequencia;durfreq;outlier
93;1;0;1350,0;3,0;450,0;1
94;2;0;1893,0;4,0;473,25;1
95;3;0;2529,0;6,0;421,5;1
96;4;0;1213,0;3,0;404,3333333333333;1
97;5;1;2098,0;5,0;419,6;1
98;6;1;2473,0;5,0;494,6;1
99;0;0;2270,0;5,0;454,0;1
100;1;0;2414,0;5,0;482,8;1
101;2;0;1480,0;3,0;493,3333333333333;1
102;3;0;2485,0;5,0;497,0;1
103;4;0;741,0;2,0;370,5;1
104;5;1;2175,0;4,0;543,75;1
105;6;1;584,0;1,0;584,0;1
106;0;0;2681,0;6,0;446,8333333333333;1
107;1;0;2517,0;5,0;503,4;1
108;2;0;1921,0;4,0;480,25;1
109;3;0;1665,0;4,0;416,25;1
110;4;0;1593,0;3,0;531,0;1
111;5;1;2814,0;6,0;469,0;1
112;6;1;1402,0;3,0;467,3333333333333;1
113;0;0;1546,0;3,0;515,3333333333334;1
114;1;0;2118,0;5,0;423,6;1
115;2;0;2929,0;7,0;418,4285714285714;1
116;3;0;2492,0;6,0;415,3333333333333;1
117;4;0;2992,0;6,0;498,6666666666667;1
118;5;1;2222,0;5,0;444,4;1
119;6;1;2186,0;5,0;437,2;1
120;0;0;1947,0;4,0;486,75;1
121;1;0;1355,0;3,0;451,6666666666667;1
122;2;0;2462,0;5,0;492,4;1
123;3;0;1592,0;3,0;530,6666666666666;1
124;4;0;2180,0;5,0;436,0;1
125;5;1;2463,0;5,0;492,6;1
126;6;1;2810,0;6,0;468,3333333333333;1
127;0;0;2480,0;6,0;413,3333333333333;1
128;1;0;2203,0;5,0;440,6;1
129;2;0;1038,0;2,0;519,0;1
130;3;0;2958,0;7,0;422,57142857142856;1
131;4;0;2522,0;6,0;420,3333333333333;1
132;5;1;1828,0;4,0;457,0;1
133;6;1;1499,0;3,0;499,6666666666667;1
134;0;0;2210,0;5,0;442,0;1
135;1;0;3250,0;7,0;464,2857142857143;1
136;2;0;1434,0;3,0;478,0;1
137;3;0;2385,0;5,0;477,0;1
138;4;0;2343,0;5,0;468,6;1
139;5;1;2005,0;4,0;501,25;1
140;6;1;1430,0;3,0;476,6666666666667;1
141;0;0;3362,0;7,0;480,2857142857143;1
142;1;0;1341,0;3,0;447,0;1
143;2;0;3842,0;8,0;480,25;1
144;3;0;2679,0;6,0;446,5;1
145;4;0;1335,0;4,0;333,75;1
146;5;1;3012,0;6,0;502,0;1
147;6;1;3070,0;6,0;511,6666666666667;1
148;0;0;2837,0;7,0;405,2857142857143;1
149;1;0;1608,0;4,0;402,0;1
150;2;0;2534,0;6,0;422,3333333333333;1
151;3;0;2138,0;5,0;427,6;1
152;4;0;1925,0;4,0;481,25;1
153;5;1;2770,0;6,0;461,6666666666667;1
154;6;1;870,0;2,0;435,0;1
155;0;0;1585,0;4,0;396,25;1
156;1;0;2350,0;6,0;391,6666666666667;1
157;2;0;1870,0;4,0;467,5;1
158;3;0;915,0;2,0;457,5;1
159;4;0;2371,0;5,0;474,2;1
160;5;1;1953,0;5,0;390,6;1
161;6;1;1391,0;3,0;463,6666666666667;1
162;0;0;2713,0;7,0;387,57142857142856;1
163;1;0;2280,0;5,0;456,0;1
164;2;0;1349,0;3,0;449,6666666666667;1
165;3;0;2221,0;5,0;444,2;1
166;4;0;2302,0;6,0;383,6666666666667;1
167;5;1;1987,0;4,0;496,75;1
168;6;1;1668,0;4,0;417,0;1
169;0;0;2608,0;6,0;434,6666666666667;1
170;1;0;1378,0;3,0;459,3333333333333;1
171;2;0;1289,0;3,0;429,6666666666667;1
172;3;0;1826,0;4,0;456,5;1
173;4;0;1453,0;3,0;484,3333333333333;1
174;5;1;1675,0;4,0;418,75;1
175;6;1;2645,0;5,0;529,0;1
176;0;0;2876,0;6,0;479,3333333333333;1
177;1;0;2731,0;6,0;455,1666666666667;1
178;2;0;1659,0;4,0;414,75;1
179;3;0;2146,0;4,0;536,5;1
180;4;0;1896,0;4,0;474,0;1
181;5;1;1864,0;4,0;466,0;1
182;6;1;1884,0;4,0;471,0;1
183;0;0;2027,0;5,0;405,4;1
184;1;0;1207,0;3,0;402,3333333333333;1
185;2;0;3644,0;8,0;455,5;1
186;3;0;2312,0;5,0;462,4;1
187;4;0;1655,0;3,0;551,6666666666666;1
188;5;1;2677,0;6,0;446,1666666666667;1
189;6;1;1661,0;4,0;415,25;1
190;0;0;2299,0;5,0;459,8;1
191;1;0;2693,0;6,0;448,8333333333333;1
192;2;0;1776,0;4,0;444,0;1
193;3;0;2386,0;6,0;397,6666666666667;1
194;4;0;2800,0;6,0;466,6666666666667;1
195;5;1;1810,0;4,0;452,5;1
196;6;1;2237,0;5,0;447,4;1
197;0;0;2936,0;6,0;489,3333333333333;1
198;1;0;3002,0;6,0;500,3333333333333;1
199;2;0;2209,0;5,0;441,8;1
200;3;0;1144,0;3,0;381,3333333333333;1
201;4;0;1731,0;4,0;432,75;1
202;5;1;1696,0;4,0;424,0;1
203;6;1;2012,0;4,0;503,0;1
204;0;0;2961,0;6,0;493,5;1
205;1;0;1197,0;3,0;399,0;1
206;2;0;2549,0;5,0;509,8;1
207;3;0;974,0;3,0;324,6666666666667;1
208;4;0;1476,0;4,0;369,0;1
209;5;1;2766,0;7,0;395,1428571428572;1
210;6;1;1514,0;3,0;504,6666666666667;1
211;0;0;2469,0;5,0;493,8;1
212;1;0;2264,0;5,0;452,8;1
213;2;0;699,0;2,0;349,5;1
214;3;0;3319,0;7,0;474,1428571428572;1
215;4;0;2981,0;7,0;425,8571428571428;1
216;5;1;853,0;2,0;426,5;1
217;6;1;1162,0;2,0;581,0;1
218;0;0;1248,0;3,0;416,0;1
219;1;0;1833,0;4,0;458,25;1
220;2;0;1916,0;4,0;479,0;1
221;3;0;1009,0;2,0;504,5;1
222;4;0;2158,0;5,0;431,6;1
223;5;1;2628,0;6,0;438,0;1
224;6;1;2054,0;5,0;410,8;1
225;0;0;1795,0;4,0;448,75;1
226;1;0;2021,0;4,0;505,25;1
227;2;0;2371,0;5,0;474,2;1
228;3;0;2548,0;5,0;509,6;1
229;4;0;1314,0;3,0;438,0;1
230;5;1;3019,0;7,0;431,2857142857143;1
231;6;1;1299,0;3,0;433,0;1
232;0;0;2522,0;6,0;420,3333333333333;1
233;1;0;897,0;2,0;448,5;1
234;2;0;1978,0;4,0;494,5;1
235;3;0;2238,0;5,0;447,6;1
236;4;0;2251,0;5,0;450,2;1
237;5;1;1452,0;3,0;484,0;1
238;6;1;1455,0;3,0;485,0;1
239;0;0;2844,0;6,0;474,0;1
240;1;0;2100,0;5,0;420,0;1
241;2;0;2168,0;4,0;542,0;1
242;3;0;1953,0;4,0;488,25;1
243;4;0;1950,0;4,0;487,5;1
244;5;1;1805,0;4,0;451,25;1
245;6;1;2178,0;5,0;435,6;1
246;0;0;1250,0;3,0;416,6666666666667;1
247;1;0;2316,0;5,0;463,2;1
248;2;0;1431,0;3,0;477,0;1
249;3;0;1655,0;4,0;413,75;1
250;4;0;1361,0;3,0;453,6666666666667;1
251;5;1;1244,0;3,0;414,6666666666667;1
252;6;1;1323,0;3,0;441,0;1
253;0;0;1710,0;4,0;427,5;1
254;1;0;2951,0;7,0;421,57142857142856;1
255;2;0;2151,0;5,0;430,2;1
256;3;0;2590,0;5,0;518,0;1
257;4;0;2398,0;6,0;399,6666666666667;1
258;5;1;1006,0;3,0;335,3333333333333;1
259;6;1;2395,0;5,0;479,0;1
260;0;0;1804,0;4,0;451,0;1
261;1;0;2639,0;5,0;527,8;1
262;2;0;2471,0;6,0;411,8333333333333;1
263;3;0;1884,0;4,0;471,0;1
264;4;0;1922,0;4,0;480,5;1
265;5;1;2902,0;7,0;414,57142857142856;1
266;6;1;1351,0;3,0;450,3333333333333;1
267;0;0;2975,0;6,0;495,8333333333333;1
268;1;0;2510,0;6,0;418,3333333333333;1
269;2;0;1877,0;4,0;469,25;1
270;3;0;2061,0;4,0;515,25;1
271;4;0;1782,0;4,0;445,5;1
272;5;1;2301,0;5,0;460,2;1
273;6;1;2169,0;5,0;433,8;1
274;0;0;2599,0;6,0;433,1666666666667;1
275;1;0;1449,0;3,0;483,0;1
276;2;0;2514,0;6,0;419,0;1
277;3;0;3777,0;7,0;539,5714285714286;1
278;4;0;3131,0;6,0;521,8333333333334;1
279;5;1;2605,0;6,0;434,1666666666667;1
280;6;1;2045,0;4,0;511,25;1
281;0;0;2531,0;6,0;421,8333333333333;1
282;1;0;1453,0;4,0;363,25;1
283;2;0;2933,0;7,0;419,0;1
284;3;0;389,0;1,0;389,0;1
285;4;0;2575,0;5,0;515,0;1
286;5;1;1257,0;3,0;419,0;1
287;6;1;1523,0;3,0;507,6666666666667;1
288;0;0;2048,0;4,0;512,0;1
289;1;0;2381,0;5,0;476,2;1
290;2;0;2157,0;5,0;431,4;1
291;3;0;1441,0;3,0;480,3333333333333;1
292;4;0;2074,0;4,0;518,5;1
293;5;1;2199,0;5,0;439,8;1
294;6;1;1189,0;3,0;396,3333333333333;1
295;0;0;3184,0;7,0;454,8571428571428;1
296;1;0;2743,0;6,0;457,1666666666667;1
297;2;0;2024,0;4,0;506,0;1
298;3;0;2624,0;6,0;437,3333333333333;1
299;4;0;1891,0;4,0;472,75;1
300;5;1;2642,0;5,0;528,4;1
301;6;1;3330,0;7,0;475,7142857142857;1
302;0;0;1405,0;3,0;468,3333333333333;1
303;1;0;1549,0;3,0;516,3333333333334;1
304;2;0;1824,0;4,0;456,0;1
305;3;0;2348,0;5,0;469,6;1
306;4;0;2101,0;5,0;420,2;1
307;5;1;2032,0;4,0;508,0;1
308;6;1;1533,0;4,0;383,25;1
309;0;0;913,0;2,0;456,5;1
310;1;0;2683,0;6,0;447,1666666666667;1
311;2;0;2155,0;4,0;538,75;1
312;3;0;1938,0;4,0;484,5;1
313;4;0;824,0;2,0;412,0;1
314;5;1;1202,0;3,0;400,6666666666667;1
315;6;1;1833,0;4,0;458,25;1
316;0;0;3983,0;9,0;442,55555555555554;1
317;1;0;2167,0;5,0;433,4;1
318;2;0;2879,0;6,0;479,8333333333333;1
319;3;0;2302,0;5,0;460,4;1
320;4;0;1438,0;3,0;479,3333333333333;1
321;5;1;3469,0;7,0;495,57142857142856;1
322;6;1;1399,0;3,0;466,3333333333333;1
323;0;0;1720,0;4,0;430,0;1
324;1;0;1893,0;4,0;473,25;1
325;2;0;1314,0;3,0;438,0;1
326;3;0;3183,0;6,0;530,5;1
327;4;0;1677,0;4,0;419,25;1
328;5;1;2935,0;6,0;489,1666666666667;1
329;6;1;1495,0;3,0;498,3333333333333;1
330;0;0;389,0;1,0;389,0;1
331;1;0;1508,0;4,0;377,0;1
332;2;0;1118,0;3,0;372,6666666666667;1
333;3;0;2111,0;5,0;422,2;1
334;4;0;2520,0;5,0;504,0;1
335;5;1;2537,0;5,0;507,4;1
336;6;1;2292,0;5,0;458,4;1
337;0;0;2860,0;6,0;476,6666666666667;1
338;1;0;2503,0;5,0;500,6;1
339;2;0;1833,0;4,0;458,25;1
340;3;0;2450,0;6,0;408,3333333333333;1
341;4;0;913,0;2,0;456,5;1
342;5;1;2530,0;5,0;506,0;1
343;6;1;1895,0;4,0;473,75;1
344;0;0;1305,0;3,0;435,0;1
345;1;0;2293,0;5,0;458,6;1
346;2;0;2348,0;5,0;469,6;1
347;3;0;1727,0;4,0;431,75;1
348;4;0;1798,0;4,0;449,5;1
349;5;1;1661,0;4,0;415,25;1
350;6;1;886,0;2,0;443,0;1
351;0;0;1924,0;4,0;481,0;1
352;1;0;1650,0;4,0;412,5;1
353;2;0;2235,0;5,0;447,0;1
354;3;0;1219,0;3,0;406,3333333333333;1
355;4;0;2215,0;5,0;443,0;1
356;5;1;1665,0;4,0;416,25;1
357;6;1;2453,0;5,0;490,6;1
358;0;0;2230,0;6,0;371,6666666666667;1
359;1;0;2374,0;6,0;395,6666666666667;1
360;2;0;1733,0;4,0;433,25;1
361;3;0;4016,0;8,0;502,0;1
362;4;0;3117,0;7,0;445,2857142857143;1
363;5;1;741,0;2,0;370,5;1
364;6;1;1070,0;3,0;356,6666666666667;1
365;0;0;2568,0;6,0;428,0;1
366;1;0;449,0;1,0;449,0;1
