dia;dia_semana;fim_semana;duracao;frequencia;durfreq;outlier
96;4;0;1562,0;3,0;520,6666666666666;1
97;5;1;841,0;2,0;420,5;1
98;6;1;1971,0;4,0;492,75;1
99;0;0;1110,0;2,0;555,0;1
100;1;0;872,0;2,0;436,0;1
101;2;0;898,0;2,0;449,0;1
102;3;0;926,0;2,0;463,0;1
103;4;0;1649,0;3,0;549,6666666666666;1
104;5;1;959,0;2,0;479,5;1
105;6;1;1925,0;4,0;481,25;1
106;0;0;1115,0;3,0;371,6666666666667;1
107;1;0;908,0;2,0;454,0;1
108;2;0;915,0;2,0;457,5;1
109;3;0;1384,0;3,0;461,3333333333333;1
110;4;0;895,0;2,0;447,5;1
111;5;1;1147,0;2,0;573,5;1
112;6;1;867,0;2,0;433,5;1
113;0;0;826,0;2,0;413,0;1
114;1;0;1028,0;3,0;342,6666666666667;1
115;2;0;1106,0;3,0;368,6666666666667;1
116;3;0;720,0;2,0;360,0;1
117;4;0;1063,0;2,0;531,5;1
118;5;1;1071,0;3,0;357,0;1
119;6;1;947,0;2,0;473,5;1
120;0;0;545,0;1,0;545,0;1
121;1;0;644,0;2,0;322,0;1
122;2;0;702,0;2,0;351,0;1
123;3;0;914,0;2,0;457,0;1
124;4;0;863,0;2,0;431,5;1
125;5;1;837,0;2,0;418,5;1
126;6;1;1047,0;2,0;523,5;1
127;0;0;1017,0;2,0;508,5;1
128;1;0;944,0;2,0;472,0;1
129;2;0;1470,0;3,0;490,0;1
130;3;0;1335,0;3,0;445,0;1
131;4;0;708,0;2,0;354,0;1
132;5;1;736,0;2,0;368,0;1
133;6;1;1126,0;3,0;375,3333333333333;1
134;0;0;802,0;2,0;401,0;1
135;1;0;1081,0;2,0;540,5;1
136;2;0;1404,0;3,0;468,0;1
137;3;0;1300,0;3,0;433,3333333333333;1
138;4;0;928,0;2,0;464,0;1
139;5;1;872,0;2,0;436,0;1
140;6;1;1853,0;4,0;463,25;1
141;0;0;1124,0;2,0;562,0;1
142;1;0;811,0;2,0;405,5;1
143;2;0;1160,0;3,0;386,6666666666667;1
144;3;0;876,0;2,0;438,0;1
145;4;0;691,0;2,0;345,5;1
146;5;1;1584,0;3,0;528,0;1
147;6;1;1458,0;3,0;486,0;1
148;0;0;911,0;2,0;455,5;1
149;1;0;975,0;2,0;487,5;1
150;2;0;1712,0;3,0;570,6666666666666;1
151;3;0;802,0;2,0;401,0;1
152;4;0;1376,0;3,0;458,6666666666667;1
153;5;1;1034,0;2,0;517,0;1
154;6;1;1577,0;3,0;525,6666666666666;1
155;0;0;1171,0;3,0;390,3333333333333;1
156;1;0;898,0;2,0;449,0;1
157;2;0;790,0;2,0;395,0;1
158;3;0;751,0;2,0;375,5;1
159;4;0;748,0;2,0;374,0;1
160;5;1;1183,0;2,0;591,5;1
161;6;1;898,0;2,0;449,0;1
162;0;0;888,0;2,0;444,0;1
163;1;0;875,0;2,0;437,5;1
164;2;0;695,0;2,0;347,5;1
165;3;0;1573,0;3,0;524,3333333333334;1
166;4;0;1414,0;3,0;471,3333333333333;1
167;5;1;1250,0;3,0;416,6666666666667;1
168;6;1;1414,0;3,0;471,3333333333333;1
169;0;0;1014,0;3,0;338,0;1
170;1;0;1165,0;2,0;582,5;1
171;2;0;1418,0;3,0;472,6666666666667;1
172;3;0;1278,0;3,0;426,0;1
173;4;0;865,0;2,0;432,5;1
174;5;1;725,0;2,0;362,5;1
175;6;1;1005,0;2,0;502,5;1
176;0;0;908,0;2,0;454,0;1
177;1;0;1237,0;3,0;412,3333333333333;1
178;2;0;1743,0;4,0;435,75;1
179;3;0;1556,0;4,0;389,0;1
180;4;0;931,0;2,0;465,5;1
181;5;1;912,0;2,0;456,0;1
182;6;1;1905,0;4,0;476,25;1
183;0;0;911,0;2,0;455,5;1
184;1;0;1263,0;3,0;421,0;1
185;2;0;940,0;2,0;470,0;1
186;3;0;741,0;2,0;370,5;1
187;4;0;793,0;2,0;396,5;1
188;5;1;1807,0;4,0;451,75;1
189;6;1;830,0;2,0;415,0;1
190;0;0;1154,0;3,0;384,6666666666667;1
191;1;0;1061,0;2,0;530,5;1
192;2;0;1842,0;4,0;460,5;1
193;3;0;618,0;2,0;309,0;1
194;4;0;445,0;1,0;445,0;1
195;5;1;1481,0;3,0;493,6666666666667;1
196;6;1;1125,0;3,0;375,0;1
197;0;0;922,0;2,0;461,0;1
198;1;0;1462,0;3,0;487,3333333333333;1
199;2;0;1043,0;2,0;521,5;1
200;3;0;1122,0;3,0;374,0;1
201;4;0;997,0;2,0;498,5;1
202;5;1;1301,0;3,0;433,6666666666667;1
203;6;1;1387,0;3,0;462,3333333333333;1
204;0;0;363,0;1,0;363,0;1
205;1;0;1291,0;3,0;430,3333333333333;1
206;2;0;1040,0;2,0;520,0;1
207;3;0;989,0;2,0;494,5;1
208;4;0;1414,0;3,0;471,3333333333333;1
209;5;1;730,0;2,0;365,0;1
210;6;1;1820,0;4,0;455,0;1
211;0;0;1161,0;3,0;387,0;1
212;1;0;694,0;2,0;347,0;1
213;2;0;1269,0;3,0;423,0;1
214;3;0;768,0;2,0;384,0;1
215;4;0;1007,0;2,0;503,5;1
216;5;1;1053,0;2,0;526,5;1
217;6;1;1169,0;2,0;584,5;1
218;0;0;1339,0;3,0;446,3333333333333;1
219;1;0;1404,0;3,0;468,0;1
220;2;0;1372,0;3,0;457,3333333333333;1
221;3;0;1023,0;2,0;511,5;1
222;4;0;1605,0;3,0;535,0;1
223;5;1;976,0;2,0;488,0;1
224;6;1;1497,0;3,0;499,0;1
225;0;0;1482,0;3,0;494,0;1
226;1;0;1161,0;3,0;387,0;1
227;2;0;1416,0;3,0;472,0;1
228;3;0;1399,0;3,0;466,3333333333333;1
229;4;0;1980,0;4,0;495,0;1
230;5;1;739,0;2,0;369,5;1
231;6;1;973,0;2,0;486,5;1
232;0;0;1018,0;2,0;509,0;1
233;1;0;1184,0;3,0;394,6666666666667;1
234;2;0;692,0;2,0;346,0;1
235;3;0;1943,0;4,0;485,75;1
236;4;0;1588,0;3,0;529,3333333333334;1
237;5;1;1304,0;3,0;434,6666666666667;1
238;6;1;807,0;2,0;403,5;1
239;0;0;1575,0;3,0;525,0;1
240;1;0;846,0;2,0;423,0;1
241;2;0;1869,0;4,0;467,25;1
242;3;0;981,0;2,0;490,5;1
243;4;0;1221,0;3,0;407,0;1
244;5;1;376,0;1,0;376,0;1
245;6;1;1284,0;3,0;428,0;1
246;0;0;1318,0;3,0;439,3333333333333;1
247;1;0;1277,0;3,0;425,6666666666667;1
248;2;0;1278,0;3,0;426,0;1
249;3;0;919,0;2,0;459,5;1
250;4;0;888,0;2,0;444,0;1
251;5;1;1012,0;2,0;506,0;1
252;6;1;1316,0;3,0;438,6666666666667;1
253;0;0;1518,0;3,0;506,0;1
254;1;0;833,0;2,0;416,5;1
255;2;0;833,0;2,0;416,5;1
256;3;0;1049,0;2,0;524,5;1
257;4;0;758,0;2,0;379,0;1
258;5;1;1387,0;3,0;462,3333333333333;1
259;6;1;1383,0;3,0;461,0;1
260;0;0;915,0;2,0;457,5;1
261;1;0;795,0;2,0;397,5;1
262;2;0;967,0;2,0;483,5;1
263;3;0;1345,0;3,0;448,3333333333333;1
264;4;0;1540,0;4,0;385,0;1
265;5;1;1251,0;3,0;417,0;1
266;6;1;1363,0;3,0;454,3333333333333;1
267;0;0;2003,0;4,0;500,75;1
268;1;0;723,0;2,0;361,5;1
269;2;0;1489,0;3,0;496,3333333333333;1
270;3;0;916,0;2,0;458,0;1
271;4;0;1741,0;4,0;435,25;1
272;5;1;861,0;2,0;430,5;1
273;6;1;1514,0;3,0;504,6666666666667;1
274;0;0;866,0;2,0;433,0;1
275;1;0;1439,0;3,0;479,6666666666667;1
276;2;0;1516,0;3,0;505,3333333333333;1
277;3;0;859,0;2,0;429,5;1
278;4;0;1594,0;4,0;398,5;1
279;5;1;984,0;2,0;492,0;1
280;6;1;935,0;2,0;467,5;1
281;0;0;1143,0;2,0;571,5;1
282;1;0;1334,0;3,0;444,6666666666667;1
283;2;0;517,0;1,0;517,0;1
284;3;0;2416,0;5,0;483,2;1
285;4;0;875,0;2,0;437,5;1
286;5;1;826,0;2,0;413,0;1
287;6;1;1189,0;3,0;396,3333333333333;1
288;0;0;1382,0;3,0;460,6666666666667;1
289;1;0;892,0;2,0;446,0;1
290;2;0;749,0;2,0;374,5;1
291;3;0;1751,0;4,0;437,75;1
292;4;0;984,0;2,0;492,0;1
293;5;1;922,0;2,0;461,0;1
294;6;1;1176,0;3,0;392,0;1
295;0;0;851,0;2,0;425,5;1
296;1;0;1232,0;3,0;410,6666666666667;1
297;2;0;905,0;2,0;452,5;1
298;3;0;950,0;2,0;475,0;1
299;4;0;1451,0;3,0;483,6666666666667;1
300;5;1;1002,0;2,0;501,0;1
301;6;1;834,0;2,0;417,0;1
302;0;0;1740,0;4,0;435,0;1
303;1;0;1558,0;3,0;519,3333333333334;1
304;2;0;829,0;2,0;414,5;1
305;3;0;744,0;2,0;372,0;1
306;4;0;776,0;2,0;388,0;1
307;5;1;805,0;2,0;402,5;1
308;6;1;1137,0;2,0;568,5;1
309;0;0;1547,0;4,0;386,75;1
310;1;0;984,0;2,0;492,0;1
311;2;0;1233,0;3,0;411,0;1
312;3;0;1540,0;3,0;513,3333333333334;1
313;4;0;963,0;2,0;481,5;1
314;5;1;961,0;2,0;480,5;1
315;6;1;946,0;2,0;473,0;1
316;0;0;1417,0;3,0;472,3333333333333;1
317;1;0;1461,0;3,0;487,0;1
318;2;0;419,0;1,0;419,0;1
319;3;0;1347,0;3,0;449,0;1
320;4;0;896,0;2,0;448,0;1
321;5;1;1619,0;3,0;539,6666666666666;1
322;6;1;1274,0;3,0;424,6666666666667;1
323;0;0;843,0;2,0;421,5;1
324;1;0;862,0;2,0;431,0;1
325;2;0;907,0;2,0;453,5;1
326;3;0;730,0;2,0;365,0;1
327;4;0;771,0;2,0;385,5;1
328;5;1;1006,0;2,0;503,0;1
329;6;1;1391,0;3,0;463,6666666666667;1
330;0;0;1836,0;4,0;459,0;1
331;1;0;962,0;2,0;481,0;1
332;2;0;1035,0;2,0;517,5;1
333;3;0;1161,0;3,0;387,0;1
334;4;0;1591,0;3,0;530,3333333333334;1
335;5;1;827,0;2,0;413,5;1
336;6;1;1338,0;3,0;446,0;1
337;0;0;963,0;2,0;481,5;1
338;1;0;1037,0;2,0;518,5;1
339;2;0;997,0;2,0;498,5;1
340;3;0;1496,0;3,0;498,6666666666667;1
341;4;0;1726,0;3,0;575,3333333333334;1
342;5;1;1841,0;4,0;460,25;1
343;6;1;939,0;2,0;469,5;1
344;0;0;1075,0;3,0;358,3333333333333;1
345;1;0;1618,0;3,0;539,3333333333334;1
346;2;0;993,0;2,0;496,5;1
347;3;0;1414,0;3,0;471,3333333333333;1
348;4;0;1372,0;3,0;457,3333333333333;1
349;5;1;1203,0;3,0;401,0;1
350;6;1;1813,0;4,0;453,25;1
351;0;0;994,0;2,0;497,0;1
352;1;0;946,0;2,0;473,0;1
353;2;0;691,0;2,0;345,5;1
354;3;0;2026,0;4,0;506,5;1
355;4;0;1022,0;2,0;511,0;1
356;5;1;1471,0;3,0;490,3333333333333;1
357;6;1;1976,0;4,0;494,0;1
358;0;0;1353,0;3,0;451,0;1
359;1;0;1308,0;3,0;436,0;1
360;2;0;940,0;2,0;470,0;1
361;3;0;1233,0;3,0;411,0;1
362;4;0;1409,0;3,0;469,6666666666667;1
363;5;1;1291,0;3,0;430,3333333333333;1
364;6;1;1409,0;3,0;469,6666666666667;1
365;0;0;451,0;1,0;451,0;1
366;1;0;0,0;0,0;0,0;1
