dia;dia_semana;fim_semana;duracao;frequencia;durfreq;outlier
44;2;0;40416,0;3,0;13472,0;1
45;3;0;38344,0;3,0;12781,333333333334;1
46;4;0;55674,0;3,0;18558,0;1
47;5;1;15042,0;2,0;7521,0;1
48;6;1;64224,0;4,0;16056,0;1
49;0;0;44615,0;3,0;14871,666666666666;1
50;1;0;39449,0;3,0;13149,666666666666;1
51;2;0;44339,0;3,0;14779,666666666666;1
52;3;0;41298,0;3,0;13766,0;1
53;4;0;36986,0;3,0;12328,666666666666;1
54;5;1;52781,0;3,0;17593,666666666668;1
55;6;1;39920,0;3,0;13306,666666666666;1
56;0;0;45525,0;3,0;15175,0;1
57;1;0;19095,0;2,0;9547,5;1
58;2;0;70759,0;4,0;17689,75;1
59;3;0;39705,0;3,0;13235,0;1
60;4;0;46833,0;3,0;15611,0;1
61;5;1;39222,0;3,0;13074,0;1
62;6;1;33842,0;3,0;11280,666666666666;1
63;0;0;46909,0;3,0;15636,333333333334;1
64;1;0;50925,0;3,0;16975,0;1
65;2;0;43033,0;3,0;14344,333333333334;1
66;3;0;32741,0;3,0;10913,666666666666;1
67;4;0;48960,0;3,0;16320,0;1
68;5;1;39869,0;3,0;13289,666666666666;1
69;6;1;48334,0;3,0;16111,333333333334;1
70;0;0;42494,0;3,0;14164,666666666666;1
71;1;0;37990,0;3,0;12663,333333333334;1
72;2;0;41639,0;3,0;13879,666666666666;1
73;3;0;43745,0;3,0;14581,666666666666;1
74;4;0;46725,0;3,0;15575,0;1
75;5;1;17467,0;2,0;8733,5;1
76;6;1;54173,0;3,0;18057,666666666668;1
77;0;0;52967,0;3,0;17655,666666666668;1
78;1;0;28233,0;3,0;9411,0;1
79;2;0;49776,0;3,0;16592,0;1
80;3;0;47092,0;3,0;15697,333333333334;1
81;4;0;43321,0;3,0;14440,333333333334;1
82;5;1;38464,0;3,0;12821,333333333334;1
83;6;1;21100,0;2,0;10550,0;1
84;0;0;59672,0;3,0;19890,666666666668;1
85;1;0;38371,0;3,0;12790,333333333334;1
86;2;0;23005,0;2,0;11502,5;1
87;3;0;61404,0;4,0;15351,0;1
88;4;0;48382,0;3,0;16127,333333333334;1
89;5;1;40629,0;3,0;13543,0;1
90;6;1;45691,0;3,0;15230,333333333334;1
91;0;0;36703,0;3,0;12234,333333333334;1
92;1;0;42603,0;3,0;14201,0;1
93;2;0;21951,0;2,0;10975,5;1
94;3;0;57733,0;3,0;19244,33333333333;1
95;4;0;46748,0;3,0;15582,666666666666;1
96;5;1;38441,0;3,0;12813,666666666666;1
97;6;1;40937,0;3,0;13645,666666666666;1
98;0;0;40120,0;3,0;13373,333333333334;1
99;1;0;47190,0;3,0;15730,0;1
100;2;0;45524,0;3,0;15174,666666666666;1
101;3;0;36525,0;3,0;12175,0;1
102;4;0;46887,0;3,0;15629,0;1
103;5;1;46866,0;3,0;15622,0;1
104;6;1;16439,0;2,0;8219,5;1
105;0;0;54655,0;3,0;18218,33333333333;1
106;1;0;46808,0;3,0;15602,666666666666;1
107;2;0;47605,0;3,0;15868,333333333334;1
108;3;0;37512,0;3,0;12504,0;1
109;4;0;41565,0;3,0;13855,0;1
110;5;1;46998,0;3,0;15666,0;1
111;6;1;41178,0;3,0;13726,0;1
112;0;0;46685,0;3,0;15561,666666666666;1
113;1;0;42064,0;3,0;14021,333333333334;1
114;2;0;32234,0;3,0;10744,666666666666;1
115;3;0;49289,0;3,0;16429,666666666668;1
116;4;0;41307,0;3,0;13769,0;1
117;5;1;44626,0;3,0;14875,333333333334;1
118;6;1;39630,0;3,0;13210,0;1
119;0;0;41028,0;3,0;13676,0;1
120;1;0;23577,0;2,0;11788,5;1
121;2;0;63883,0;4,0;15970,75;1
122;3;0;36801,0;3,0;12267,0;1
123;4;0;51210,0;3,0;17070,0;1
124;5;1;45430,0;3,0;15143,333333333334;1
125;6;1;33749,0;3,0;11249,666666666666;1
126;0;0;52001,0;3,0;17333,666666666668;1
127;1;0;46100,0;3,0;15366,666666666666;1
128;2;0;14413,0;2,0;7206,5;1
129;3;0;58603,0;4,0;14650,75;1
130;4;0;51173,0;3,0;17057,666666666668;1
131;5;1;18901,0;2,0;9450,5;1
132;6;1;43005,0;3,0;14335,0;1
133;0;0;61425,0;3,0;20475,0;1
134;1;0;42449,0;3,0;14149,666666666666;1
135;2;0;37076,0;3,0;12358,666666666666;1
136;3;0;20719,0;2,0;10359,5;1
137;4;0;52804,0;3,0;17601,333333333332;1
138;5;1;40441,0;3,0;13480,333333333334;1
139;6;1;38118,0;3,0;12706,0;1
140;0;0;41924,0;3,0;13974,666666666666;1
141;1;0;41311,0;3,0;13770,333333333334;1
142;2;0;48280,0;3,0;16093,333333333334;1
143;3;0;48276,0;3,0;16092,0;1
144;4;0;42558,0;3,0;14186,0;1
145;5;1;35394,0;3,0;11798,0;1
146;6;1;40221,0;3,0;13407,0;1
147;0;0;52445,0;3,0;17481,666666666668;1
148;1;0;35105,0;3,0;11701,666666666666;1
149;2;0;48827,0;3,0;16275,666666666666;1
150;3;0;40591,0;3,0;13530,333333333334;1
151;4;0;35122,0;3,0;11707,333333333334;1
152;5;1;40830,0;3,0;13610,0;1
153;6;1;47672,0;3,0;15890,666666666666;1
154;0;0;39085,0;3,0;13028,333333333334;1
155;1;0;53327,0;3,0;17775,666666666668;1
156;2;0;43172,0;3,0;14390,666666666666;1
157;3;0;32865,0;3,0;10955,0;1
158;4;0;51622,0;3,0;17207,333333333332;1
159;5;1;32032,0;3,0;10677,333333333334;1
160;6;1;47911,0;3,0;15970,333333333334;1
161;0;0;47137,0;3,0;15712,333333333334;1
162;1;0;35665,0;3,0;11888,333333333334;1
163;2;0;24309,0;2,0;12154,5;1
164;3;0;65773,0;4,0;16443,25;1
165;4;0;38388,0;3,0;12796,0;1
166;5;1;38164,0;3,0;12721,333333333334;1
167;6;1;53963,0;3,0;17987,666666666668;1
168;0;0;40513,0;3,0;13504,333333333334;1
169;1;0;48853,0;3,0;16284,333333333334;1
170;2;0;13659,0;2,0;6829,5;1
171;3;0;43060,0;3,0;14353,333333333334;1
172;4;0;62250,0;4,0;15562,5;1
173;5;1;44079,0;3,0;14693,0;1
174;6;1;38080,0;3,0;12693,333333333334;1
175;0;0;42945,0;3,0;14315,0;1
176;1;0;48955,0;3,0;16318,333333333334;1
177;2;0;44386,0;3,0;14795,333333333334;1
178;3;0;40184,0;3,0;13394,666666666666;1
179;4;0;39194,0;3,0;13064,666666666666;1
180;5;1;50018,0;3,0;16672,666666666668;1
181;6;1;36312,0;3,0;12104,0;1
182;0;0;50025,0;3,0;16675,0;1
183;1;0;14375,0;2,0;7187,5;1
184;2;0;59430,0;4,0;14857,5;1
185;3;0;51204,0;3,0;17068,0;1
186;4;0;44089,0;3,0;14696,333333333334;1
187;5;1;14230,0;2,0;7115,0;1
188;6;1;52241,0;3,0;17413,666666666668;1
189;0;0;45101,0;3,0;15033,666666666666;1
190;1;0;35455,0;3,0;11818,333333333334;1
191;2;0;47374,0;3,0;15791,333333333334;1
192;3;0;41151,0;3,0;13717,0;1
193;4;0;42739,0;3,0;14246,333333333334;1
194;5;1;22429,0;2,0;11214,5;1
195;6;1;49715,0;3,0;16571,666666666668;1
196;0;0;44814,0;3,0;14938,0;1
197;1;0;51667,0;3,0;17222,333333333332;1
198;2;0;30124,0;3,0;10041,333333333334;1
199;3;0;53218,0;3,0;17739,333333333332;1
200;4;0;33166,0;3,0;11055,333333333334;1
201;5;1;27703,0;2,0;13851,5;1
202;6;1;69186,0;4,0;17296,5;1
203;0;0;40086,0;3,0;13362,0;1
204;1;0;19126,0;2,0;9563,0;1
205;2;0;63633,0;4,0;15908,25;1
206;3;0;40505,0;3,0;13501,666666666666;1
207;4;0;44383,0;3,0;14794,333333333334;1
208;5;1;48143,0;3,0;16047,666666666666;1
209;6;1;18605,0;2,0;9302,5;1
210;0;0;68959,0;4,0;17239,75;1
211;1;0;38960,0;3,0;12986,666666666666;1
212;2;0;18685,0;2,0;9342,5;1
213;3;0;67942,0;4,0;16985,5;1
214;4;0;35283,0;3,0;11761,0;1
215;5;1;53541,0;3,0;17847,0;1
216;6;1;32426,0;3,0;10808,666666666666;1
217;0;0;25553,0;2,0;12776,5;1
218;1;0;62662,0;3,0;20887,33333333333;1
219;2;0;31965,0;3,0;10655,0;1
220;3;0;44111,0;3,0;14703,666666666666;1
221;4;0;48893,0;3,0;16297,666666666666;1
222;5;1;33233,0;3,0;11077,666666666666;1
223;6;1;45566,0;3,0;15188,666666666666;1
224;0;0;25327,0;2,0;12663,5;1
225;1;0;63590,0;3,0;21196,666666666668;1
226;2;0;39844,0;3,0;13281,333333333334;1
227;3;0;33544,0;3,0;11181,333333333334;1
228;4;0;53482,0;3,0;17827,333333333332;1
229;5;1;42800,0;3,0;14266,666666666666;1
230;6;1;33545,0;3,0;11181,666666666666;1
231;0;0;51948,0;3,0;17316,0;1
232;1;0;42349,0;3,0;14116,333333333334;1
233;2;0;41834,0;3,0;13944,666666666666;1
234;3;0;45961,0;3,0;15320,333333333334;1
235;4;0;31995,0;3,0;10665,0;1
236;5;1;45848,0;3,0;15282,666666666666;1
237;6;1;21503,0;2,0;10751,5;1
238;0;0;42516,0;3,0;14172,0;1
239;1;0;62125,0;4,0;15531,25;1
240;2;0;24486,0;2,0;12243,0;1
241;3;0;58192,0;3,0;19397,33333333333;1
242;4;0;47956,0;3,0;15985,333333333334;1
243;5;1;31514,0;3,0;10504,666666666666;1
244;6;1;25257,0;2,0;12628,5;1
245;0;0;57199,0;4,0;14299,75;1
246;1;0;54207,0;3,0;18069,0;1
247;2;0;43025,0;3,0;14341,666666666666;1
248;3;0;35584,0;3,0;11861,333333333334;1
249;4;0;52830,0;3,0;17610,0;1
250;5;1;32079,0;3,0;10693,0;1
251;6;1;47422,0;3,0;15807,333333333334;1
252;0;0;40519,0;3,0;13506,333333333334;1
253;1;0;46761,0;3,0;15587,0;1
254;2;0;37506,0;3,0;12502,0;1
255;3;0;41755,0;3,0;13918,333333333334;1
256;4;0;48551,0;3,0;16183,666666666666;1
257;5;1;20268,0;2,0;10134,0;1
258;6;1;67185,0;4,0;16796,25;1
259;0;0;36100,0;3,0;12033,333333333334;1
260;1;0;40373,0;3,0;13457,666666666666;1
261;2;0;55013,0;3,0;18337,666666666668;1
262;3;0;41126,0;3,0;13708,666666666666;1
263;4;0;35450,0;3,0;11816,666666666666;1
264;5;1;49955,0;3,0;16651,666666666668;1
265;6;1;40142,0;3,0;13380,666666666666;1
266;0;0;39227,0;3,0;13075,666666666666;1
267;1;0;35583,0;3,0;11861,0;1
268;2;0;50653,0;3,0;16884,333333333332;1
269;3;0;46069,0;3,0;15356,333333333334;1
270;4;0;43988,0;3,0;14662,666666666666;1
271;5;1;41819,0;3,0;13939,666666666666;1
272;6;1;40883,0;3,0;13627,666666666666;1
273;0;0;41574,0;3,0;13858,0;1
274;1;0;38627,0;3,0;12875,666666666666;1
275;2;0;41006,0;3,0;13668,666666666666;1
276;3;0;53568,0;3,0;17856,0;1
277;4;0;39324,0;3,0;13108,0;1
278;5;1;37381,0;3,0;12460,333333333334;1
279;6;1;40617,0;3,0;13539,0;1
280;0;0;42038,0;3,0;14012,666666666666;1
281;1;0;41981,0;3,0;13993,666666666666;1
282;2;0;49593,0;3,0;16531,0;1
283;3;0;18504,0;2,0;9252,0;1
284;4;0;49979,0;3,0;16659,666666666668;1
285;5;1;45646,0;3,0;15215,333333333334;1
286;6;1;41971,0;3,0;13990,333333333334;1
287;0;0;52018,0;3,0;17339,333333333332;1
288;1;0;33331,0;3,0;11110,333333333334;1
289;2;0;41361,0;3,0;13787,0;1
290;3;0;24982,0;2,0;12491,0;1
291;4;0;64799,0;3,0;21599,666666666668;1
292;5;1;33769,0;3,0;11256,333333333334;1
293;6;1;41766,0;3,0;13922,0;1
294;0;0;52780,0;3,0;17593,333333333332;1
295;1;0;43974,0;3,0;14658,0;1
296;2;0;35686,0;3,0;11895,333333333334;1
297;3;0;41863,0;3,0;13954,333333333334;1
298;4;0;41550,0;3,0;13850,0;1
299;5;1;42038,0;3,0;14012,666666666666;1
300;6;1;44206,0;3,0;14735,333333333334;1
301;0;0;24396,0;2,0;12198,0;1
302;1;0;51102,0;3,0;17034,0;1
303;2;0;41567,0;3,0;13855,666666666666;1
304;3;0;47704,0;3,0;15901,333333333334;1
305;4;0;42871,0;3,0;14290,333333333334;1
306;5;1;37651,0;3,0;12550,333333333334;1
307;6;1;42875,0;3,0;14291,666666666666;1
308;0;0;43316,0;3,0;14438,666666666666;1
309;1;0;44234,0;3,0;14744,666666666666;1
310;2;0;41735,0;3,0;13911,666666666666;1
311;3;0;43676,0;3,0;14558,666666666666;1
312;4;0;51219,0;3,0;17073,0;1
313;5;1;34673,0;3,0;11557,666666666666;1
314;6;1;44273,0;3,0;14757,666666666666;1
315;0;0;41832,0;3,0;13944,0;1
316;1;0;49187,0;3,0;16395,666666666668;1
317;2;0;43622,0;3,0;14540,666666666666;1
318;3;0;13960,0;2,0;6980,0;1
319;4;0;65836,0;4,0;16459,0;1
320;5;1;45701,0;3,0;15233,666666666666;1
321;6;1;39619,0;3,0;13206,333333333334;1
322;0;0;33332,0;3,0;11110,666666666666;1
323;1;0;43988,0;3,0;14662,666666666666;1
324;2;0;50859,0;3,0;16953,0;1
325;3;0;36093,0;3,0;12031,0;1
326;4;0;48513,0;3,0;16171,0;1
327;5;1;49294,0;3,0;16431,333333333332;1
328;6;1;14938,0;2,0;7469,0;1
329;0;0;28998,0;2,0;14499,0;1
330;1;0;63122,0;3,0;21040,666666666668;1
331;2;0;30868,0;3,0;10289,333333333334;1
332;3;0;26007,0;2,0;13003,5;1
333;4;0;62215,0;4,0;15553,75;1
334;5;1;40854,0;3,0;13618,0;1
335;6;1;48265,0;3,0;16088,333333333334;1
336;0;0;34188,0;3,0;11396,0;1
337;1;0;44301,0;3,0;14767,0;1
338;2;0;23839,0;2,0;11919,5;1
339;3;0;69025,0;4,0;17256,25;1
340;4;0;40409,0;3,0;13469,666666666666;1
341;5;1;38635,0;3,0;12878,333333333334;1
342;6;1;40750,0;3,0;13583,333333333334;1
343;0;0;44857,0;3,0;14952,333333333334;1
344;1;0;42943,0;3,0;14314,333333333334;1
345;2;0;42022,0;3,0;14007,333333333334;1
346;3;0;41750,0;3,0;13916,666666666666;1
347;4;0;56398,0;3,0;18799,33333333333;1
348;5;1;39563,0;3,0;13187,666666666666;1
349;6;1;45890,0;3,0;15296,666666666666;1
350;0;0;37943,0;3,0;12647,666666666666;1
351;1;0;44577,0;3,0;14859,0;1
352;2;0;41726,0;3,0;13908,666666666666;1
353;3;0;43713,0;3,0;14571,0;1
354;4;0;35037,0;3,0;11679,0;1
355;5;1;40703,0;3,0;13567,666666666666;1
356;6;1;54057,0;3,0;18019,0;1
357;0;0;33493,0;3,0;11164,333333333334;1
358;1;0;48250,0;3,0;16083,333333333334;1
359;2;0;45790,0;3,0;15263,333333333334;1
360;3;0;41273,0;3,0;13757,666666666666;1
361;4;0;42447,0;3,0;14149,0;1
362;5;1;14806,0;2,0;7403,0;1
363;6;1;62111,0;4,0;15527,75;1
364;0;0;46197,0;3,0;15399,0;1
365;1;0;43369,0;3,0;14456,333333333334;1
366;2;0;11617,0;1,0;11617,0;1
